time,sentiment_score,Tweet Volume,Weighted Sentiment,Volume XTZ,open XTZ
8/9/2020 18:00,0.04788657,333,15.94622781,1424818.22,3.673433333
8/9/2020 21:00,0.023244219,1769,41.11902341,1082846.25,3.725933333
8/10/2020 0:00,-0.077757002,7176,-557.9842464,2225372.04,3.7316
8/10/2020 3:00,-0.083807819,5927,-496.7289432,626194.04,3.661933333
8/10/2020 6:00,-0.098906808,6046,-597.9905612,286638.33,3.681833333
8/10/2020 9:00,-0.092561483,7003,-648.2080654,626904.21,3.671
8/10/2020 12:00,-0.10360891,8332,-863.2694381,532458.34,3.699933333
8/10/2020 15:00,-0.078126581,8287,-647.4349767,1728727.5,3.8355
8/10/2020 18:00,-0.084865146,7769,-659.3173193,3041958.12,3.943033333
8/10/2020 21:00,-0.107221745,5918,-634.5382869,1582431.03,4.199466667
8/11/2020 0:00,0.075619048,313,23.66876202,1855423.67,4.25
8/11/2020 3:00,-0.102580474,287,-29.44059604,1004906.58,4.295866667
8/11/2020 6:00,0.003817505,280,1.0689014,603103.56,4.210166667
8/11/2020 9:00,-0.059351852,264,-15.66888893,561461.05,4.105966667
8/11/2020 12:00,0.0417306,493,20.5731858,1677763.72,4.1261
8/11/2020 15:00,0.009001656,4031,36.28567534,2273314.04,4.043633333
8/11/2020 18:00,-0.066216635,8118,-537.5466429,1587961,4.061566667
8/11/2020 21:00,-0.089676865,6745,-604.8704544,1160544.28,3.9098
8/12/2020 0:00,-0.098106095,1109,-108.7996594,1169585.89,3.881833333
8/12/2020 3:00,-0.041647168,4913,-204.6125364,954747.64,3.791666667
8/12/2020 6:00,-0.093503934,6041,-564.8572653,806808.33,3.8178
8/12/2020 9:00,-0.080687817,6360,-513.1745161,946774.03,4.050233333
8/12/2020 12:00,-0.087190064,7881,-687.1448944,1962022.49,4.2174
8/12/2020 15:00,-0.062298398,8613,-536.576102,1645801.98,4.399066667
8/12/2020 18:00,-0.085253676,7338,-625.5914745,1121142.28,4.260866667
8/12/2020 21:00,-0.096138628,6230,-598.9436524,1114067.4,4.237966667
8/13/2020 0:00,-0.076949797,5800,-446.3088226,1186693.99,4.2979
8/13/2020 3:00,-0.112333109,5238,-588.4008249,558202.62,4.233366667
8/13/2020 6:00,-0.101443796,5888,-597.3010708,766318.64,4.2473
